scenario_id,obstacle_id,x,y
0,0,0.3967357344978121,0.8576606341681188
0,1,0.4011443592751777,0.8486134435988217
0,2,0.38885135862468356,0.8570571480701769
0,3,0.39330190057579983,0.8625354909566534
0,4,0.39395694460588243,0.8517445469945873
0,5,0.4087923998836497,0.8591603432498921
0,6,0.4000541463571895,0.8516667689640989
0,7,0.3962297030496076,0.8612647113136196
0,8,0.3924383852190006,0.8629195577425934
0,9,0.39587810326589745,0.858748359191725
0,10,0.39587142875145626,0.8721481837811138
0,11,0.3995477374232779,0.8539607518219585
0,12,0.40477300077853495,0.8529411723156141
0,13,0.4009374925466697,0.8483235068536843
0,14,0.3913309322722748,0.8618018278521149
0,15,0.4042475112028613,0.8616424968853702
0,16,0.3989092933129635,0.8586895470304998
0,17,0.39039133263809356,0.856072418825466
0,18,0.3967531027593913,0.8671784590418011
0,19,0.40177970938769286,0.8495524441569159
0,20,0.4016576198866075,0.8581646808753309
0,21,0.39540133257597776,0.8643944219331884
0,22,0.4060758420934897,0.8663919458724092
0,23,0.3943869855577485,0.8586388677788629
0,24,0.40170249152416226,0.8666686021724477
0,25,0.3966372560913569,0.8594110765237841
0,26,0.39271750149035234,0.8530951537274287
0,27,0.4047103814678537,0.8690479453065005
0,28,0.39918203181801293,0.8668435257397581
0,29,0.4018923202344377,0.8565394466616509
0,30,0.4018908176123176,0.8701841736683452
0,31,0.3994081823334528,0.8703504679767705
0,32,0.3832586881773291,0.8657083357802781
0,33,0.40017613925437856,0.8587026491875213
0,34,0.4002055999312369,0.8481491394116774
0,35,0.39825914577890553,0.8628033986998813
0,36,0.40886893285752446,0.8573322562637227
0,37,0.39457901005980756,0.8574354636055296
0,38,0.405353358313528,0.8626261395633059
0,39,0.396321093804346,0.8637793665848914
0,40,0.40023882976131525,0.8666254763187635
0,41,0.3952442632411565,0.8585235567116969
0,42,0.397181419120814,0.8514244767021072
0,43,0.4014828468095436,0.8622030405790573
0,44,0.39966405418190537,0.8591052755443382
0,45,0.3907860279400749,0.8579424118606495
0,46,0.3974901293495977,0.8555572121952978
0,47,0.3986240593799774,0.8630967629830238
0,48,0.4114207569604558,0.861662556458132
0,49,0.40124178501990726,0.8601061581543944
0,50,0.387639774982271,0.8604057334063753
0,51,0.4000085338900214,0.875966708330966
0,52,0.398429839048008,0.862456116017518
0,53,0.3994151465172322,0.8532672073928108
0,54,0.4067747376686089,0.8652710265822253
0,55,0.40457604474690906,0.8548877735354659
0,56,0.40839955952124063,0.8518098759854812
0,57,0.4032999519141417,0.8742617927892453
0,58,0.3934412430458232,0.8570320843179156
0,59,0.4002549161096878,0.8574247222897067
0,60,0.3899404486337267,0.8609999637204706
0,61,0.3929926968671018,0.8635313978194028
0,62,0.3938856936139287,0.8702585351592925
0,63,0.3947367620007885,0.8585585606516475
0,64,0.4047165776864504,0.8528785431502207
0,65,0.4010537196691658,0.8687410873421981
0,66,0.3895853248618823,0.8617254067437599
0,67,0.40125636254194263,0.8654578380765411
0,68,0.391901153134902,0.8523185912961562
0,69,0.4028942298629956,0.8624275993356404
0,70,0.40119767539255174,0.862736746437289
0,71,0.39538194056802445,0.8620230307351892
0,72,0.40146379803600674,0.8561067487652682
0,73,0.4112931857725447,0.8635329008836317
0,74,0.39218644822037346,0.8646749051818944
0,75,0.39354033463896926,0.8654907239013233
0,76,0.40687331744668626,0.8554421806382347
0,77,0.405653195885667,0.8631513259212861
0,78,0.40476997107785556,0.8724264012695201
0,79,0.39809841935287205,0.8558605941006986
0,80,0.39407262989273045,0.855472630846899
0,81,0.3991502093940518,0.862703644970537
0,82,0.4013614125737026,0.8657413404344081
0,83,0.3997133569021269,0.8696560331101661
0,84,0.39797798987015276,0.8775725024191181
0,85,0.40354251600142127,0.8552142104003312
0,86,0.39293901696500805,0.8635868977232029
0,87,0.3982354526696034,0.8650339482160085
0,88,0.40258983023147465,0.8601162644238275
0,89,0.39433963433996244,0.8511036499736463
0,90,0.3968413766274711,0.8659239375924547
0,91,0.4009701809787038,0.852785577760983
0,92,0.4007144758644599,0.8629796787512382
0,93,0.3941079861016329,0.8615322270400925
0,94,0.3999958995681775,0.8534278807664916
0,95,0.40186826608006676,0.8640763484177344
0,96,0.40640116534773546,0.8671577079531511
0,97,0.39102166152815815,0.8547100386284634
0,98,0.40285106549794414,0.8637826073211342
0,99,0.4028511431173028,0.884651016944525
0,100,0.40320016076972226,0.8676687303790617
0,101,0.40559460609972253,0.8646426404485942
0,102,0.39766166229888783,0.8653150027560158
0,103,0.3948019374870302,0.8590913288358079
0,104,0.3965985729039581,0.8610831584990974
0,105,0.4140987111195994,0.8489010376742345
0,106,0.4039212212677307,0.8504919709329977
0,107,0.396682520916706,0.867377386358979
0,108,0.4000338451972366,0.8538355402658747
0,109,0.3951614468950152,0.8648189310587746
0,110,0.39506730362965786,0.8619243113128203
0,111,0.3999169190772888,0.8564989429553965
0,112,0.4130317456361733,0.8645334390174205
0,113,0.38697495391127995,0.8617367845952418
0,114,0.39549592967308755,0.8658991534704094
0,115,0.3946788404626856,0.8598543423687648
0,116,0.40278826557151787,0.8659824150914962
0,117,0.3921302425337914,0.858480812403927
0,118,0.396663686883134,0.8564881374243473
0,119,0.41066618407964683,0.8631025808214389
0,120,0.39175157036329594,0.8663080822970253
0,121,0.41289557130921895,0.8670243530063776
0,122,0.39013603279067743,0.8575449821725188
0,123,0.4075502897603064,0.8561485109678155
0,124,0.40240596650380395,0.8654129079618663
0,125,0.393838779630527,0.8601994116525467
0,126,0.3793741742024583,0.8541690223695936
0,127,0.39805354413168276,0.8527728002406526
0,128,0.4098346657274627,0.851633061515679
0,129,0.39688181703603387,0.861388573735971
0,130,0.4086400531345532,0.8515973066830614
0,131,0.4069018685288585,0.8606354017593053
0,132,0.3934976660088403,0.8634595918420783
0,133,0.4008762181752242,0.8568200896456905
0,134,0.4000683581090776,0.8581632351475469
0,135,0.4003415784857103,0.8647097618436895
0,136,0.40954470017879846,0.8528350982602652
0,137,0.41296355366949167,0.8483708963809173
0,138,0.3986834382339176,0.8642484276684615
0,139,0.40138829425123396,0.8566795731290542
0,140,0.39833133101315704,0.8574901892863153
0,141,0.3959485653469887,0.8658814582343143
0,142,0.40186344186517153,0.8562407601575538
0,143,0.4052545942993478,0.8624920671334118
0,144,0.4047124833206335,0.8645066253899555
0,145,0.39445087625962705,0.8570703136267018
0,146,0.4043026801099104,0.8643862592868921
0,147,0.39950146011561405,0.8613047412736128
0,148,0.40761750067656766,0.856874123947709
0,149,0.40305145371020273,0.8593077410502211
0,150,0.39827158755771985,0.8674388004528528
0,151,0.40479094725906517,0.865655880352937
0,152,0.40779133762260455,0.8607027191381377
0,153,0.4038943011484835,0.8586322778992238
0,154,0.40165813478094275,0.8597580510381349
0,155,0.40023831985909447,0.8642911765369137
0,156,0.39451821580768076,0.8736488656009671
0,157,0.3933444864435168,0.8529827662980096
0,158,0.40687028803726544,0.8655193369652013
0,159,0.403532843934466,0.8644986045608347
0,160,0.3995555527475968,0.8549636053061465
0,161,0.40010587356660077,0.8563391844309822
0,162,0.40572659341175094,0.8596523364935446
0,163,0.3944727375979368,0.8585627836176017
0,164,0.4022129166671126,0.8570481666729081
0,165,0.3944932176055998,0.8620944901997574
0,166,0.4011631361473195,0.8574030502818634
0,167,0.39668810566777546,0.8620217572364182
0,168,0.3905815679435317,0.8517747965380794
0,169,0.39514181869506226,0.8592374004297338
0,170,0.4015752673628775,0.8697924214838676
0,171,0.4049924677229026,0.8595718293156616
0,172,0.3995132437784982,0.8543056365989466
0,173,0.39951638797793754,0.8587673286346821
0,174,0.40164908608000305,0.8554012517307309
0,175,0.40287801079189733,0.870151063334199
0,176,0.3989523441500346,0.8630821433910513
0,177,0.40394549502608446,0.8580638171786464
0,178,0.4010326730892051,0.8606501476328191
0,179,0.4002425706938202,0.8557401339788363
0,180,0.3997852836670084,0.863683934448217
0,181,0.408701742626609,0.8665668877909655
0,182,0.4130894854373372,0.8557755228598827
0,183,0.40508409905739423,0.8617173326637977
0,184,0.41331836341050043,0.8555195808444632
0,185,0.39438383356426016,0.8568252410939078
0,186,0.3863577468009537,0.8572854762424281
0,187,0.3948875159431794,0.8615114062934093
0,188,0.4017680699264972,0.8722975128730323
0,189,0.4055722440665528,0.856965797280043
0,190,0.39401700338196277,0.8636459399498486
0,191,0.391380637534011,0.8720180624145226
0,192,0.40700359583239804,0.8576390973022785
0,193,0.388925004271072,0.8690331474664668
0,194,0.39891622104506114,0.8683077970777671
0,195,0.3896669222104252,0.8568253512344719
0,196,0.3996648682011286,0.8608650738389626
0,197,0.39681918588114473,0.8644642572051048
0,198,0.39295946739424875,0.8596815733465498
0,199,0.40038394277608935,0.8637866878408001
0,200,0.6900427464371796,0.5718977742836425
0,201,0.6760069398820264,0.586912267494495
0,202,0.6876721160239965,0.5742487465041508
0,203,0.6952898532961398,0.5796497538219596
0,204,0.692965760849523,0.5793487778664425
0,205,0.6984748279796364,0.5898976676228993
0,206,0.6840391275211298,0.5849991058010939
0,207,0.6896287531340312,0.5874807345922064
0,208,0.6795643818204984,0.5832146089826195
0,209,0.6922103064919339,0.5679346655674848
0,210,0.6781997877449629,0.5661815862466286
0,211,0.6839113607338455,0.583411426456354
0,212,0.6949848850247242,0.5793898797352528
0,213,0.6957740006089446,0.5703011532437862
0,214,0.6749490132031543,0.5785796142395254
0,215,0.6879955625049947,0.5787224451820412
